id,fullName,birthDate,currentAge,height,weight,POS,Birthplace,B/T
605011,Moises Gutierrez,19-11-1994,29,"5' 9""",165.0,2B,"San Luis Potosi, Mexico",S/R
617918,Marco Chicuate,14-07-1992,32,"6' 0""",195.0,C,"Los Mochis, Mexico",R/R
674476,Jonathan Partida,22-06-1998,26,"5' 7""",174.0,P,"Tijuana, Mexico",L/L
608608,Carlos Munoz,29-06-1994,30,"5' 11""",225.0,1B,"Parral, Mexico",L/L
592093,Ruddy Acosta,09-11-1991,32,"6' 6""",190.0,P,"Ciudad Obregon, Mexico",R/R
674478,Luis Payan,29-08-1995,29,"5' 9""",176.0,P,"Guasave, Mexico",R/R
592859,Stevie Wilkerson,11-01-1992,32,"6' 2""",200.0,2B,"Roswell, USA",S/R
670138,Max Kuhns,11-08-1994,30,"6' 2""",209.0,P,"Parker, USA",R/R
664475,Edgar Torres,09-04-1996,28,"6' 1""",201.0,P,"Puebla, Mexico",L/L
662964,Francisco Haro,17-02-1997,27,"6' 0""",168.0,P,"Los Mochis, Mexico",R/R
593594,Octavio Acosta,03-08-1990,34,"6' 0""",165.0,P,"Guasave, Mexico",R/R
642856,Fabian Anguamea,21-12-1993,30,"6' 2""",198.0,P,"Ciudad Obregon, Mexico",R/R
511648,Antonio Garzon,07-03-1985,39,"5' 9""",179.0,P,"Villa Union, Mexico",L/L
675993,Zach Kirtley,01-10-1996,28,"6' 1""",190.0,2B,"Highland, USA",R/R
516679,Sebastian Valle,24-07-1990,34,"6' 1""",215.0,C,"Los Mochis, Mexico",R/R
614182,Jose Carlos Urena,14-01-1995,29,"6' 3""",180.0,OF,"Ciudad Obregon, Mexico",R/R
602113,Jose Augusto Figueroa,09-12-1992,31,"5' 10""",170.0,OF,"Magdalena de Kino, Mexico",L/R
585251,Juan Carlos Gamboa,18-04-1991,33,"5' 7""",155.0,SS,"Los Mochis, Mexico",L/R
642375,Jose Carlos Medina,25-08-1996,28,"6' 3""",215.0,P,"Culiacan, Mexico",L/L
660436,Yadir Drake,12-04-1990,34,"6' 0""",200.0,OF,"Matanzas, Cuba",R/R
445995,Arturo Lopez,22-02-1983,41,"5' 9""",165.0,P,"Culican, Mexico",L/L
616405,Mario Meza,24-11-1990,33,"6' 3""",200.0,P,"Culiacan, Mexico",R/R
660839,Samuel Favela,15-05-1998,26,"5' 11""",160.0,C,"Ciudad Obregon, Mexico",R/R
542413,Felipe Gonzalez,15-08-1991,33,"6' 1""",200.0,P,"Guadalupe, Mexico",R/R
692941,Hector Mora,21-12-2002,21,"5' 9""",178.0,IF,"Veracruz, Mexico",R/R
678455,Carlos Stiff Rodriguez,12-06-1997,27,"5' 9""",165.0,P,"Ocotlan, Mexico",L/L
518944,Mitch Lively,07-09-1985,39,"6' 5""",250.0,P,"Susanville, USA",R/R
650207,Yordanys Linares,06-01-1989,35,"5' 11""",180.0,OF,"Remedios, Cuba",L/R
685771,Alfredo Hurtado,19-09-1997,27,"5' 9""",176.0,C,"Agua Prieta, Mexico",S/R
661148,Carlos Sepulveda,27-08-1996,28,"5' 10""",170.0,2B,"Monclova, Mexico",L/R
620396,Miguel Aguilar,26-09-1991,33,"5' 8""",194.0,P,"Ciudad Obregon, Mexico",L/L
802888,Victor Marquez,21-12-2001,22,"6' 0""",190.0,IF,"Poza Rica, Mexico",S/R
666627,Faustino Carrera,09-03-1999,25,"5' 10""",165.0,P,"Ciudad Obregon, Mexico",L/L
606019,Esteban Quiroz,17-02-1992,32,"5' 5""",199.0,2B,"Ciudad Obregon, Mexico",L/R
642707,Allen Córdoba,06-12-1995,28,"6' 2""",235.0,SS,"Changuinola, Panama",R/R
640447,Phillip Ervin,15-07-1992,32,"5' 10""",207.0,OF,"Mobile, USA",R/R
691959,Nestor Anguamea,11-03-2000,24,"5' 9""",154.0,P,"Ciudad Obregon, Mexico",R/R
616623,Edwin Fierro,30-08-1993,31,"6' 1""",200.0,P,"Ciudad Obregon, Mexico",R/R
650980,Samuel Zazueta,21-11-1996,27,"5' 11""",170.0,P,"Ciudad Obregon, Mexico",L/L
643352,David Harris,10-08-1991,33,"6' 1""",190.0,IF,"Bradenton, USA",R/R
668155,Alberto Leyva,29-11-1996,27,"6' 0""",200.0,P,"Ciudad Obregon, Mexico",R/R
628013,Victor Mendoza,30-11-1990,33,"6' 2""",205.0,1B,"Obregon, Sonora, Mexico",L/L
657583,Luis Gamez,25-06-1996,28,"6' 2""",175.0,P,"Tucson, USA",R/R
656172,Arel Campoy,28-09-1995,29,"5' 4""",154.0,SS,"Ciudad Obregon, Mexico",R/R
645848,Dariel Álvarez,07-11-1988,35,"6' 2""",180.0,OF,"Camaguey, Cuba",R/R
653540,Francisco Moreno,07-10-1994,30,"5' 7""",143.0,P,"Los Mochis, Mexico",R/R
570799,Christian Villanueva,19-06-1991,33,"5' 11""",210.0,3B,"Guadalajara, Mexico",R/R
519345,Joey Terdoslavich,09-09-1988,36,"6' 1""",200.0,1B,"Sarasota, USA",S/R
800079,Cristian Alvarado,06-07-2003,21,"6' 0""",185.0,P,"Esperanza, Mexico",R/R
596671,Omar Renteria,17-01-1990,34,"5' 9""",180.0,C,"Tepatitlan, Mexico",R/R
691858,Jared Serna,01-06-2002,22,"5' 7""",168.0,SS,"Guaymas, Mexico",R/R
616404,Edson Garcia,11-09-1992,32,"5' 8""",170.0,OF,"Puebla, Mexico",S/R
657514,Brennan Bernardino,15-01-1992,32,"6' 4""",180.0,P,"Valencia, USA",L/L
679589,Fernando Villegas,28-06-1998,26,"5' 10""",176.0,OF,"Saltillo, Mexico",R/R
692940,Erick Preciado,25-06-1996,28,"6' 0""",180.0,P,,R/R
672598,Alemao Hernandez,27-09-1999,25,"5' 8""",187.0,P,"Guadalajara, Mexico",L/L
603877,Fernando Flores,21-08-1991,33,"6' 1""",183.0,C,"Ciudad Obregon, Mexico",S/R
676140,Julian Ornelas,28-12-1996,27,"6' 0""",184.0,OF,"Tijuana, Mexico",L/R
616617,Adrian Gusman,05-08-1991,33,"6' 0""",180.0,P,"Ensenada, Mexico",L/L
469117,Amadeo Zazueta,31-01-1986,38,"5' 10""",160.0,2B,"Culican, Mexico",R/R
473242,Agustin Murillo,05-05-1982,42,"6' 3""",195.0,3B,"Tijuana, Mexico",R/R
622700,Santiago Chávez,05-08-1995,29,"5' 11""",205.0,C,"Saltillo, Mexico",R/R
680029,Oziel Flores,12-09-1997,27,"5' 6""",160.0,IF,"Guadalajara, Mexico",S/R
622066,Tyler Alexander,22-09-1991,33,"6' 1""",180.0,P,"Tampa, USA",L/L
657651,Karch Kowalczyk,31-03-1991,33,"6' 1""",215.0,P,"Peru, USA",R/R
501480,Alejandro Martinez,11-02-1989,35,"5' 11""",210.0,P,"Hermosillo, Mexico",R/R
542279,Javier Solano,31-03-1990,34,"6' 0""",180.0,P,"San Luis Rio Colorado, Mexico",R/R
491707,Arturo Barradas,10-08-1987,37,"6' 3""",190.0,P,"Minatitlan, Mexico",L/L
668992,Missael Rivera,03-03-1996,28,"5' 10""",168.0,IF,"Guasave, Mexico",L/R
695871,Jesus Broca,16-10-2003,21,"5' 9""",183.0,P,"Villahermosa, Mexico",L/L
554189,Roberto Espinosa,07-05-1992,32,"6' 2""",180.0,P,"Oxkutzcab, Mexico",R/R
518961,Josh Lueke,05-12-1984,39,"6' 5""",245.0,P,"Covington, USA",R/R
623441,Jared Wilson,26-04-1990,34,"6' 4""",210.0,P,"Anaheim, USA",R/R
645179,Luis Ivan Rodriguez,24-08-1996,28,"5' 9""",181.0,P,"Guadalajara, Mexico",R/R
547375,Sergio Perez,27-10-1989,34,"6' 0""",180.0,OF,"Nuevo Laredo, Mexico",L/R
591572,Jose Aguilar,19-05-1990,34,"5' 10""",185.0,OF,"Maravatio, Mexico",R/R
691823,Esteban Bloch,06-08-1999,25,"6' 3""",187.0,P,"Hermosillo, Mexico",R/R
458501,Luis Alfonso Cruz,10-02-1984,40,"6' 1""",210.0,3B,"Navojoa, Mexico",R/R
570714,César Vargas,30-12-1991,32,"6' 2""",237.0,P,"Puebla, Mexico",R/R
700587,Luis Marquez,29-11-1997,26,"5' 9""",262.0,P,"Huatabampo, Mexico",L/L
642299,Alejandro Flores,27-12-1995,28,"6' 1""",180.0,C,"Hermosillo, Mexico",S/R
502515,Raul Barron,04-04-1986,38,"5' 10""",180.0,P,"Glendale, USA",S/R
807587,Angel Ramirez,28-03-2005,19,"6' 2""",190.0,OF,"Chihuahua, Mexico",R/R
473659,Daniel Guerrero,21-07-1985,39,"6' 1""",190.0,P,"Tecuala, Mexico",R/R
680636,Ramon Mendoza,31-08-2000,24,"5' 11""",174.0,2B,"Tijuana, Mexico",R/R
459441,Maxwell Leon,27-06-1984,40,"5' 11""",190.0,2B,"Mexico City, Mexico",S/R
660604,Alan Rangel,21-08-1997,27,"6' 2""",170.0,P,"Hermosillo, Mexico",R/R
803376,Angel Camacho,12-10-2000,24,"6' 2""",176.0,IF,"Hermosillo, Mexico",R/R
664021,Ciro Norzagaray,17-08-1994,30,"5' 10""",171.0,SS,"Mexico City, Mexico",R/R
670623,Isaac Paredes,18-02-1999,25,"5' 11""",213.0,3B,"Hermosillo, Mexico",R/R
477569,Fernando Salas,30-05-1985,39,"6' 2""",200.0,P,"Huatabampo, Mexico",R/R
661270,Roel Santos,15-09-1987,37,"5' 6""",172.0,OF,"Niquero, Cuba",L/L
658140,Wilmer Rios,03-03-1994,30,"6' 1""",185.0,P,"Guasave, Mexico",R/R
657051,Nicholas Torres,30-06-1993,31,"6' 1""",220.0,OF,"Long Beach, USA",R/R
606580,Jose Cardona,16-03-1994,30,"6' 1""",175.0,OF,"San Nicolas de los Garza, Mexico",R/R
662962,Jasson Atondo,27-08-1995,29,"6' 0""",165.0,IF,"El Colorado, Mexico",R/R
510552,Ozzie Mendez,16-04-1988,36,"6' 1""",160.0,P,"Santiago Ixcuintla, Mexico",L/L
594988,Scott Schebler,06-10-1990,34,"6' 1""",228.0,OF,"Cedar Rapids, USA",L/R
673140,Elian Leyva,17-03-1989,35,"6' 2""",210.0,P,"Havana, Cuba",R/R
643518,Jose Samayoa,09-03-1990,34,"6' 1""",200.0,P,"Hermosillo, Mexico",R/R
517062,Juan Pablo Oramas,11-05-1990,34,"5' 10""",210.0,P,"Villa Hermosa Centro, Mexico",L/L
663967,César Salazar,15-03-1996,28,"5' 8""",198.0,C,"Hermosillo, Mexico",L/R
657733,Roberto Ramos,28-12-1994,29,"6' 3""",220.0,1B,"Hermosillo, Mexico",L/R
477479,Jose Manuel Lopez,27-11-1984,39,"5' 11""",165.0,P,"Los Mochis, Mexico",L/R
641852,Thomas McIlraith,17-02-1994,30,"6' 4""",220.0,P,"Amarillo, USA",R/R
489400,Ryan Verdugo,10-04-1987,37,"6' 0""",200.0,P,"Pasadena, USA",L/L
676761,Irving Lopez,30-06-1995,29,"5' 7""",175.0,2B,"Hermosillo, Mexico",L/R
518770,Alonzo Harris,16-01-1989,35,"5' 11""",165.0,OF,"McComb, USA",R/R
594092,Angel Chavarin,22-10-1990,33,"6' 0""",190.0,C,"Mazatlan, Mexico",L/R
644425,Jake Sanchez,19-08-1989,35,"6' 1""",205.0,P,"Brawley, USA",R/R
543875,Niko Vasquez,26-02-1989,35,"6' 0""",170.0,3B,"Oxnard, USA",R/R
527049,César Puello,01-04-1991,33,"6' 2""",220.0,OF,"La Romana, Dominican Republic",R/R
595373,Jack Reinheimer,19-07-1992,32,"6' 1""",185.0,SS,"Charlotte, USA",R/R
701033,Jorge Rivera,09-11-2000,23,"5' 6""",147.0,IF,"Los Mochis, Mexico",R/R
477584,Tomas Solis,02-10-1982,42,"6' 0""",190.0,P,"Los Mochis, Mexico",L/L
670328,Juan Gámez,07-03-1994,30,"5' 11""",247.0,P,"Tucson, USA",R/R
642532,Luis Miranda,05-09-1994,30,"5' 11""",180.0,P,"Hermosillo, Mexico",R/R
665455,Isaac Rodriguez,03-03-1991,33,"5' 11""",180.0,2B,"Hermosillo, Mexico",R/R
630111,Yasmany Tomás,14-11-1990,33,"6' 2""",260.0,OF,"Havana, Cuba",R/R
660518,Juan Camacho,19-04-1996,28,"6' 3""",215.0,C,"Las Mochis, Mexico",R/R
650960,Daniel Duarte,04-12-1996,27,"6' 0""",235.0,P,"Huatabampo, Mexico",R/R
601978,Fabian Cota,13-04-1992,32,"6' 1""",170.0,P,"Los Mochis, Mexico",L/L
668616,Marco Jaime,07-07-1996,28,"6' 2""",215.0,IF,"Phoenix, USA",S/R
703722,Miguel Vazquez,18-11-1995,28,"6' 2""",205.0,P,"Los Mochis, Mexico",R/R
703725,Luis Gastelum,27-09-2001,23,"6' 2""",168.0,P,"Los Mochis, Mexico",R/R
572177,Nick Struck,07-10-1989,35,"6' 0""",205.0,P,"Portland, USA",R/R
594582,Yoanner Negrin,29-04-1984,40,"5' 11""",190.0,P,"Havana, Cuba",R/R
616613,Rodolfo Amador,11-11-1992,31,"5' 11""",195.0,3B,"Loreto, Mexico",L/R
696535,Brayan Mendoza,30-05-2001,23,"6' 1""",163.0,OF,"Los Mochis, Mexico",L/R
701010,Roque Salinas,08-11-2002,21,"5' 8""",180.0,OF,"Nuevo Laredo, Mexico",L/L
681753,Adrian Hernandez,22-01-2000,24,"5' 8""",190.0,P,"Escuinapa de Hidalgo, Mexico",R/R
682841,Michael Robles,10-11-1997,26,"6' 1""",168.0,IF,"Obregon, Mexico",R/R
698880,Juan Haro,29-01-2003,21,"5' 8""",171.0,C,,R/R
678712,Mario Garcia,27-12-1998,25,"6' 1""",183.0,P,"Los Mochis, Mexico",R/R
542278,Fredy Quintero,29-12-1987,36,"6' 0""",195.0,P,"Los Mochis, Mexico",R/R
584176,Andres Avila,20-06-1990,34,"6' 0""",185.0,P,"Guaymas, Mexico",R/R
681909,Justin Dean,06-12-1996,27,"5' 8""",185.0,OF,"Mauldin, USA",R/R
623449,Rafael Pineda,03-02-1991,33,"6' 6""",210.0,P,"Salem, USA",L/R
662972,Manuel Valdez,18-05-1996,28,"5' 8""",176.0,P,"Mexicali, Mexico",L/L
664279,Wagner Lagrange,06-09-1995,29,"5' 11""",187.0,OF,"Las Matas de Farfan, Dominican Republic",R/R
685829,Irving Machuca,01-05-2000,24,"6' 2""",205.0,P,"Guasave., Mexico",R/R
665958,Darel Torres,05-01-1999,25,"5' 11""",160.0,P,"Los Mochis, Mexico",R/R
654118,Eric Meza,05-03-1998,26,"6' 1""",245.0,1B,"Tlaquepaque, Mexico",L/L
453575,Jose Guadalupe Chavez,02-01-1985,39,"5' 10""",180.0,2B,"Guaymas, Mexico",S/R
692750,Omar Sainz,31-01-1994,30,"6' 2""",194.0,P,"Empalme, Mexico",L/L
807581,Randy Delgado,28-04-2002,22,,,OF,,L/L
519068,Efren Navarro,14-05-1986,38,"6' 0""",210.0,1B,"Lynwood, USA",L/L
702800,Aldo Nuno,27-12-1994,29,"5' 9""",175.0,P,"Ocotlan, Mexico",R/R
656462,Isiah Gilliam,23-07-1996,28,"6' 1""",220.0,OF,"Lilburn, USA",S/R
616569,Diego Madero,17-01-1992,32,"5' 7""",163.0,SS,"Hermosillo, Mexico",R/R
656029,Alexis Wilson,13-08-1996,28,"5' 10""",200.0,C,"Los Mochis, Mexico",R/R
455369,Ramiro Pena,18-07-1985,39,"5' 11""",200.0,2B,"Monterrey, Mexico",S/R
663326,Ryan Clark,09-12-1993,30,"6' 5""",220.0,P,"Johnson City, USA",R/R
667445,Marshall Kasowski,10-03-1995,29,"6' 3""",215.0,P,"Conroe, USA",L/R
594906,Alfredo Lopez,07-10-1989,35,"5' 10""",160.0,2B,"Long Beach, USA",R/R
670986,Jose Bravo,10-06-1997,27,"6' 3""",213.0,P,"Tijuana, Mexico",R/R
652999,Jesus Fabela,07-12-1994,29,"5' 8""",171.0,OF,"Tijuana, Mexico",R/R
698916,Rosman Verdugo,02-02-2005,19,"6' 0""",180.0,SS,"Ensenada, MEX",R/R
455378,Ali Solis,29-09-1987,37,"6' 0""",200.0,C,"Mexicali, Mexico",R/R
500869,Emmanuel Avila,26-11-1988,35,"5' 11""",205.0,2B,"Los Mochis, Mexico",L/R
594105,Aldo Montes,02-02-1990,34,"6' 1""",180.0,P,"Tijuana Baja, Mexico",R/R
641104,Carlos Mendivil,29-08-1993,31,"5' 7""",180.0,C,"Tijuana, Mexico",L/R
703712,Geovanny Zamudio,21-08-2003,21,"5' 10""",187.0,P,"Culiacan, Mexico",R/R
518435,Manny Barreda,08-10-1988,36,"5' 11""",195.0,P,"Prescott, USA",R/R
660420,Carlos Machorro,20-09-1996,28,"6' 2""",175.0,P,"Monterrey, Mexico",R/R
653252,Sasagi Sanchez,03-06-1994,30,"5' 9""",176.0,P,"Mazatlan, Mexico",R/R
664938,Josh Altmann,06-07-1994,30,"6' 3""",190.0,OF,"Homer Glen, USA",R/R
677981,Kevin Marnon,16-03-1994,30,"6' 7""",245.0,P,"Shelby, USA",R/L
590271,Sebastián Elizalde,20-11-1991,32,"6' 0""",195.0,OF,"Guaymas, Mexico",L/R
698962,Ricardo Estrada,25-06-2002,22,"6' 0""",170.0,P,"Chihuahua, Mexico",L/L
424144,Oliver Pérez,15-08-1981,43,"6' 3""",225.0,P,"Culiacan, Mexico",L/L
463669,Jorge Castillo,03-11-1981,42,"5' 11""",175.0,P,"Culiacan, Mexico",L/L
546366,Francisco Lugo,22-10-1991,32,"6' 0""",180.0,OF,"Hermosillo, Mexico",R/R
664823,David Gutierrez,18-08-1993,31,"5' 9""",198.0,P,"Guamuchil, Mexico",R/R
693804,Pedro Reyes,26-11-2002,21,"6' 3""",175.0,P,"Coatzacoalcos, Mexico",R/R
692473,Christopher Escarrega,17-07-1999,25,"5' 9""",194.0,C,"Uriangato, Mexico",S/R
540988,Demetrio Gutierrez,14-02-1990,34,"6' 2""",185.0,P,"Los Mochis, Mexico",L/L
673239,Raul De Los Reyes,24-08-1997,27,"6' 4""",220.0,P,"Ciudad Obregon, Mexico",R/R
668165,Jose Gaitan,23-02-1998,26,"6' 0""",176.0,OF,"Tijuana, Mexico",R/R
622009,Jaime Lugo,19-03-1992,32,"6' 1""",198.0,P,"Ciudad Obregon, Sonora, Mexico",R/R
477589,Miguel Torrero,09-02-1984,40,"5' 9""",170.0,3B,"Mazatlan, Mexico",R/R
666669,Elkin Alcala,02-08-1997,27,"5' 11""",175.0,P,"Cartagena, Colombia",R/R
591732,Ignacio Marrujo,21-09-1992,32,"5' 10""",189.0,P,"Mazatlan, Mexico",R/R
594848,Casey Harman,17-03-1989,35,"6' 1""",210.0,P,"Fort Myers, USA",L/L
591977,Felix Perez,14-11-1984,39,"6' 2""",190.0,OF,"Isla de la Juventud, Cuba",L/L
667904,Jose Isidro Marquez,17-06-1994,30,"5' 9""",171.0,P,"Navajoa, Mexico",R/R
675188,Hector Villalobos,19-08-1996,28,"5' 11""",182.0,P,"San Quintin, Mexico",L/L
678499,Randy Romero,10-08-1999,25,"5' 11""",155.0,OF,"Mexicali, Mexico",R/R
701063,Pablo Tellez,26-08-1999,25,"5' 9""",180.0,P,"Monclova, Mexico",R/R
499864,Luis Jimenez,18-01-1988,36,"6' 1""",205.0,3B,"Santo Domingo, Dominican Republic",R/R
683114,Fernando Burgueno,29-08-1998,26,"5' 10""",183.0,P,"Mazatlan, Mexico",R/R
594020,Ricardo Valenzuela,04-08-1990,34,"6' 0""",190.0,C,"Hermosillo, Mexico",R/R
593495,Daniel Castro,14-11-1992,31,"5' 11""",201.0,SS,"Guaymas, Mexico",R/R
465038,Alejandro Soto,13-02-1986,38,"6' 5""",230.0,P,"Huatabampo, Mexico",L/L
675970,Alex Robles,07-07-1995,29,"6' 0""",200.0,OF,"Tucson, USA",R/R
674505,Refugio Marin,25-01-1997,27,"5' 8""",174.0,P,"Villahermosa, Mexico",R/R
690909,Daniel Cruz,08-09-1999,25,"5' 9""",161.0,P,"Saltillo, Mexico",R/R
